"from","to","parent_action_type","action_type","mechanism_of_action","disease_efficacy","source","LINK_FUNCTION"
"C171709","GABRB1","POSITIVE MODULATOR","POSITIVE ALLOSTERIC MODULATOR","GABA-A receptor; anion channel positive allosteric modulator",TRUE,"ChEMBL",1
"C171709","GABRB2","POSITIVE MODULATOR","POSITIVE ALLOSTERIC MODULATOR","GABA-A receptor; anion channel positive allosteric modulator",TRUE,"ChEMBL",1
"C171709","GABRB3","POSITIVE MODULATOR","POSITIVE ALLOSTERIC MODULATOR","GABA-A receptor; anion channel positive allosteric modulator",TRUE,"ChEMBL",1
"C171709","GABRD","POSITIVE MODULATOR","POSITIVE ALLOSTERIC MODULATOR","GABA-A receptor; anion channel positive allosteric modulator",TRUE,"ChEMBL",1
"C171709","GABRE","POSITIVE MODULATOR","POSITIVE ALLOSTERIC MODULATOR","GABA-A receptor; anion channel positive allosteric modulator",TRUE,"ChEMBL",1
"C171709","GABRG1","POSITIVE MODULATOR","POSITIVE ALLOSTERIC MODULATOR","GABA-A receptor; anion channel positive allosteric modulator",TRUE,"ChEMBL",1
"C171709","GABRG2","POSITIVE MODULATOR","POSITIVE ALLOSTERIC MODULATOR","GABA-A receptor; anion channel positive allosteric modulator",TRUE,"ChEMBL",1
"C171709","GABRG3","POSITIVE MODULATOR","POSITIVE ALLOSTERIC MODULATOR","GABA-A receptor; anion channel positive allosteric modulator",TRUE,"ChEMBL",1
"C171709","GABRP","POSITIVE MODULATOR","POSITIVE ALLOSTERIC MODULATOR","GABA-A receptor; anion channel positive allosteric modulator",TRUE,"ChEMBL",1
"C171709","GABRQ","POSITIVE MODULATOR","POSITIVE ALLOSTERIC MODULATOR","GABA-A receptor; anion channel positive allosteric modulator",TRUE,"ChEMBL",1
"C171712","RPL10","NEGATIVE MODULATOR","INHIBITOR","80S Ribosome inhibitor",TRUE,"ChEMBL",-1
"C171712","RPL10A","NEGATIVE MODULATOR","INHIBITOR","80S Ribosome inhibitor",TRUE,"ChEMBL",-1
"C171712","RPL11","NEGATIVE MODULATOR","INHIBITOR","80S Ribosome inhibitor",TRUE,"ChEMBL",-1
"C171712","RPL12","NEGATIVE MODULATOR","INHIBITOR","80S Ribosome inhibitor",TRUE,"ChEMBL",-1
"C171712","RPL13","NEGATIVE MODULATOR","INHIBITOR","80S Ribosome inhibitor",TRUE,"ChEMBL",-1
"C171712","RPL13A","NEGATIVE MODULATOR","INHIBITOR","80S Ribosome inhibitor",TRUE,"ChEMBL",-1
"C171712","RPL14","NEGATIVE MODULATOR","INHIBITOR","80S Ribosome inhibitor",TRUE,"ChEMBL",-1
"C171712","RPL15","NEGATIVE MODULATOR","INHIBITOR","80S Ribosome inhibitor",TRUE,"ChEMBL",-1
"C171712","RPL17","NEGATIVE MODULATOR","INHIBITOR","80S Ribosome inhibitor",TRUE,"ChEMBL",-1
"C171712","RPL18","NEGATIVE MODULATOR","INHIBITOR","80S Ribosome inhibitor",TRUE,"ChEMBL",-1
"C171712","RPL18A","NEGATIVE MODULATOR","INHIBITOR","80S Ribosome inhibitor",TRUE,"ChEMBL",-1
"C171712","RPL19","NEGATIVE MODULATOR","INHIBITOR","80S Ribosome inhibitor",TRUE,"ChEMBL",-1
"C171712","RPL21","NEGATIVE MODULATOR","INHIBITOR","80S Ribosome inhibitor",TRUE,"ChEMBL",-1
"C171712","RPL22","NEGATIVE MODULATOR","INHIBITOR","80S Ribosome inhibitor",TRUE,"ChEMBL",-1
"C171712","RPL23","NEGATIVE MODULATOR","INHIBITOR","80S Ribosome inhibitor",TRUE,"ChEMBL",-1
"C171712","RPL23A","NEGATIVE MODULATOR","INHIBITOR","80S Ribosome inhibitor",TRUE,"ChEMBL",-1
"C171712","RPL24","NEGATIVE MODULATOR","INHIBITOR","80S Ribosome inhibitor",TRUE,"ChEMBL",-1
"C171712","RPL26","NEGATIVE MODULATOR","INHIBITOR","80S Ribosome inhibitor",TRUE,"ChEMBL",-1
"C171712","RPL27","NEGATIVE MODULATOR","INHIBITOR","80S Ribosome inhibitor",TRUE,"ChEMBL",-1
"C171712","RPL27A","NEGATIVE MODULATOR","INHIBITOR","80S Ribosome inhibitor",TRUE,"ChEMBL",-1
"C171712","RPL28","NEGATIVE MODULATOR","INHIBITOR","80S Ribosome inhibitor",TRUE,"ChEMBL",-1
"C171712","RPL29","NEGATIVE MODULATOR","INHIBITOR","80S Ribosome inhibitor",TRUE,"ChEMBL",-1
"C171712","RPL3","NEGATIVE MODULATOR","INHIBITOR","80S Ribosome inhibitor",TRUE,"ChEMBL",-1
"C171712","RPL30","NEGATIVE MODULATOR","INHIBITOR","80S Ribosome inhibitor",TRUE,"ChEMBL",-1
"C171712","RPL31","NEGATIVE MODULATOR","INHIBITOR","80S Ribosome inhibitor",TRUE,"ChEMBL",-1
"C171712","RPL32","NEGATIVE MODULATOR","INHIBITOR","80S Ribosome inhibitor",TRUE,"ChEMBL",-1
"C171712","RPL34","NEGATIVE MODULATOR","INHIBITOR","80S Ribosome inhibitor",TRUE,"ChEMBL",-1
"C171712","RPL35","NEGATIVE MODULATOR","INHIBITOR","80S Ribosome inhibitor",TRUE,"ChEMBL",-1
"C171712","RPL35A","NEGATIVE MODULATOR","INHIBITOR","80S Ribosome inhibitor",TRUE,"ChEMBL",-1
"C171712","RPL36","NEGATIVE MODULATOR","INHIBITOR","80S Ribosome inhibitor",TRUE,"ChEMBL",-1
"C171712","RPL36A","NEGATIVE MODULATOR","INHIBITOR","80S Ribosome inhibitor",TRUE,"ChEMBL",-1
"C171712","RPL37","NEGATIVE MODULATOR","INHIBITOR","80S Ribosome inhibitor",TRUE,"ChEMBL",-1
"C171712","RPL37A","NEGATIVE MODULATOR","INHIBITOR","80S Ribosome inhibitor",TRUE,"ChEMBL",-1
"C171712","RPL38","NEGATIVE MODULATOR","INHIBITOR","80S Ribosome inhibitor",TRUE,"ChEMBL",-1
"C171712","RPL39","NEGATIVE MODULATOR","INHIBITOR","80S Ribosome inhibitor",TRUE,"ChEMBL",-1
"C171712","RPL4","NEGATIVE MODULATOR","INHIBITOR","80S Ribosome inhibitor",TRUE,"ChEMBL",-1
"C171712","RPL41","NEGATIVE MODULATOR","INHIBITOR","80S Ribosome inhibitor",TRUE,"ChEMBL",-1
"C171712","RPL5","NEGATIVE MODULATOR","INHIBITOR","80S Ribosome inhibitor",TRUE,"ChEMBL",-1
"C171712","RPL6","NEGATIVE MODULATOR","INHIBITOR","80S Ribosome inhibitor",TRUE,"ChEMBL",-1
"C171712","RPL7","NEGATIVE MODULATOR","INHIBITOR","80S Ribosome inhibitor",TRUE,"ChEMBL",-1
"C171712","RPL7A","NEGATIVE MODULATOR","INHIBITOR","80S Ribosome inhibitor",TRUE,"ChEMBL",-1
"C171712","RPL8","NEGATIVE MODULATOR","INHIBITOR","80S Ribosome inhibitor",TRUE,"ChEMBL",-1
"C171712","RPL9","NEGATIVE MODULATOR","INHIBITOR","80S Ribosome inhibitor",TRUE,"ChEMBL",-1
"C171712","RPLP0","NEGATIVE MODULATOR","INHIBITOR","80S Ribosome inhibitor",TRUE,"ChEMBL",-1
"C171712","RPLP1","NEGATIVE MODULATOR","INHIBITOR","80S Ribosome inhibitor",TRUE,"ChEMBL",-1
"C171712","RPS10","NEGATIVE MODULATOR","INHIBITOR","80S Ribosome inhibitor",TRUE,"ChEMBL",-1
"C171712","RPS11","NEGATIVE MODULATOR","INHIBITOR","80S Ribosome inhibitor",TRUE,"ChEMBL",-1
"C171712","RPS12","NEGATIVE MODULATOR","INHIBITOR","80S Ribosome inhibitor",TRUE,"ChEMBL",-1
"C171712","RPS13","NEGATIVE MODULATOR","INHIBITOR","80S Ribosome inhibitor",TRUE,"ChEMBL",-1
"C171712","RPS14","NEGATIVE MODULATOR","INHIBITOR","80S Ribosome inhibitor",TRUE,"ChEMBL",-1
"C171712","RPS15","NEGATIVE MODULATOR","INHIBITOR","80S Ribosome inhibitor",TRUE,"ChEMBL",-1
"C171712","RPS15A","NEGATIVE MODULATOR","INHIBITOR","80S Ribosome inhibitor",TRUE,"ChEMBL",-1
"C171712","RPS16","NEGATIVE MODULATOR","INHIBITOR","80S Ribosome inhibitor",TRUE,"ChEMBL",-1
"C171712","RPS17","NEGATIVE MODULATOR","INHIBITOR","80S Ribosome inhibitor",TRUE,"ChEMBL",-1
"C171712","RPS18","NEGATIVE MODULATOR","INHIBITOR","80S Ribosome inhibitor",TRUE,"ChEMBL",-1
"C171712","RPS19","NEGATIVE MODULATOR","INHIBITOR","80S Ribosome inhibitor",TRUE,"ChEMBL",-1
"C171712","RPS2","NEGATIVE MODULATOR","INHIBITOR","80S Ribosome inhibitor",TRUE,"ChEMBL",-1
"C171712","RPS20","NEGATIVE MODULATOR","INHIBITOR","80S Ribosome inhibitor",TRUE,"ChEMBL",-1
"C171712","RPS21","NEGATIVE MODULATOR","INHIBITOR","80S Ribosome inhibitor",TRUE,"ChEMBL",-1
"C171712","RPS23","NEGATIVE MODULATOR","INHIBITOR","80S Ribosome inhibitor",TRUE,"ChEMBL",-1
"C171712","RPS24","NEGATIVE MODULATOR","INHIBITOR","80S Ribosome inhibitor",TRUE,"ChEMBL",-1
"C171712","RPS25","NEGATIVE MODULATOR","INHIBITOR","80S Ribosome inhibitor",TRUE,"ChEMBL",-1
"C171712","RPS26","NEGATIVE MODULATOR","INHIBITOR","80S Ribosome inhibitor",TRUE,"ChEMBL",-1
"C171712","RPS27","NEGATIVE MODULATOR","INHIBITOR","80S Ribosome inhibitor",TRUE,"ChEMBL",-1
"C171712","RPS27A","NEGATIVE MODULATOR","INHIBITOR","80S Ribosome inhibitor",TRUE,"ChEMBL",-1
"C171712","RPS28","NEGATIVE MODULATOR","INHIBITOR","80S Ribosome inhibitor",TRUE,"ChEMBL",-1
"C171712","RPS29","NEGATIVE MODULATOR","INHIBITOR","80S Ribosome inhibitor",TRUE,"ChEMBL",-1
"C171712","RPS3","NEGATIVE MODULATOR","INHIBITOR","80S Ribosome inhibitor",TRUE,"ChEMBL",-1
"C171712","RPS3A","NEGATIVE MODULATOR","INHIBITOR","80S Ribosome inhibitor",TRUE,"ChEMBL",-1
"C171712","RPS4X","NEGATIVE MODULATOR","INHIBITOR","80S Ribosome inhibitor",TRUE,"ChEMBL",-1
"C171712","RPS4Y1","NEGATIVE MODULATOR","INHIBITOR","80S Ribosome inhibitor",TRUE,"ChEMBL",-1
"C171712","RPS5","NEGATIVE MODULATOR","INHIBITOR","80S Ribosome inhibitor",TRUE,"ChEMBL",-1
"C171712","RPS6","NEGATIVE MODULATOR","INHIBITOR","80S Ribosome inhibitor",TRUE,"ChEMBL",-1
"C171712","RPS7","NEGATIVE MODULATOR","INHIBITOR","80S Ribosome inhibitor",TRUE,"ChEMBL",-1
"C171712","RPS8","NEGATIVE MODULATOR","INHIBITOR","80S Ribosome inhibitor",TRUE,"ChEMBL",-1
"C171712","RPS9","NEGATIVE MODULATOR","INHIBITOR","80S Ribosome inhibitor",TRUE,"ChEMBL",-1
"C171712","RPSA","NEGATIVE MODULATOR","INHIBITOR","80S Ribosome inhibitor",TRUE,"ChEMBL",-1
"C171722","ABL1","NEGATIVE MODULATOR","INHIBITOR","Bcr/Abl fusion protein inhibitor",TRUE,"ChEMBL",-1
"C171722","BCR","NEGATIVE MODULATOR","INHIBITOR","Bcr/Abl fusion protein inhibitor",TRUE,"ChEMBL",-1
"C171725","CDK1","NEGATIVE MODULATOR","INHIBITOR","Cyclin-dependent kinase 1 inhibitor",TRUE,"ChEMBL",-1
"C171725","CDK2","NEGATIVE MODULATOR","INHIBITOR","Cyclin-dependent kinase 2 inhibitor",TRUE,"ChEMBL",-1
"C171725","CDK7","NEGATIVE MODULATOR","INHIBITOR","Cyclin-dependent kinase 7 inhibitor",TRUE,"ChEMBL",-1
"C171725","CDK9","NEGATIVE MODULATOR","INHIBITOR","Cyclin-dependent kinase 9 inhibitor",TRUE,"ChEMBL",-1
"C171725","FLT3","NEGATIVE MODULATOR","INHIBITOR","Tyrosine-protein kinase receptor FLT3 inhibitor",TRUE,"ChEMBL",-1
"C171725","JAK2","NEGATIVE MODULATOR","INHIBITOR","Tyrosine-protein kinase JAK2 inhibitor",TRUE,"ChEMBL",-1
"C171733","DRD2","NEGATIVE MODULATOR","INHIBITOR","Dopamine D2 receptor inhibitor",TRUE,"ChEMBL",-1
"C171738","E2F1","NEGATIVE MODULATOR","INHIBITOR","E2F inhibitor",TRUE,"ChEMBL",-1
"C171738","E2F2","NEGATIVE MODULATOR","INHIBITOR","E2F inhibitor",TRUE,"ChEMBL",-1
"C171738","E2F3","NEGATIVE MODULATOR","INHIBITOR","E2F inhibitor",TRUE,"ChEMBL",-1
"C171738","E2F4","NEGATIVE MODULATOR","INHIBITOR","E2F inhibitor",TRUE,"ChEMBL",-1
"C171738","E2F5","NEGATIVE MODULATOR","INHIBITOR","E2F inhibitor",TRUE,"ChEMBL",-1
"C171738","E2F6","NEGATIVE MODULATOR","INHIBITOR","E2F inhibitor",TRUE,"ChEMBL",-1
"C171738","E2F7","NEGATIVE MODULATOR","INHIBITOR","E2F inhibitor",TRUE,"ChEMBL",-1
"C171738","E2F8","NEGATIVE MODULATOR","INHIBITOR","E2F inhibitor",TRUE,"ChEMBL",-1
"C171748","BRD2","NEGATIVE MODULATOR","INHIBITOR","Bromodomain and extra-terminal motif (BET) inhibitor",TRUE,"ChEMBL",-1
"C171748","BRD3","NEGATIVE MODULATOR","INHIBITOR","Bromodomain and extra-terminal motif (BET) inhibitor",TRUE,"ChEMBL",-1
"C171748","BRD4","NEGATIVE MODULATOR","INHIBITOR","Bromodomain and extra-terminal motif (BET) inhibitor",TRUE,"ChEMBL",-1
"C171748","BRDT","NEGATIVE MODULATOR","INHIBITOR","Bromodomain and extra-terminal motif (BET) inhibitor",TRUE,"ChEMBL",-1
"C171749","ADRB2","POSITIVE MODULATOR","AGONIST","Beta-2 adrenergic receptor agonist",TRUE,"ChEMBL",1
"C171753","TFPI","NEGATIVE MODULATOR","INHIBITOR","Tissue factor pathway inhibitor inhibitor",TRUE,"ChEMBL",-1
"C171754","CACNA1C","NEGATIVE MODULATOR","BLOCKER","Voltage-gated L-type calcium channel blocker",TRUE,"ChEMBL",-1
"C171754","CACNA1D","NEGATIVE MODULATOR","BLOCKER","Voltage-gated L-type calcium channel blocker",TRUE,"ChEMBL",-1
"C171754","CACNA1F","NEGATIVE MODULATOR","BLOCKER","Voltage-gated L-type calcium channel blocker",TRUE,"ChEMBL",-1
"C171754","CACNA1S","NEGATIVE MODULATOR","BLOCKER","Voltage-gated L-type calcium channel blocker",TRUE,"ChEMBL",-1
"C171755","CASP1","NEGATIVE MODULATOR","INHIBITOR","Caspase-1 inhibitor",TRUE,"ChEMBL",-1
"C171761","MET","NEGATIVE MODULATOR","INHIBITOR","Hepatocyte growth factor receptor inhibitor",TRUE,"ChEMBL",-1
"C171762","HRH3","NEGATIVE MODULATOR","ANTAGONIST","Histamine H3 receptor antagonist",TRUE,"ChEMBL",-1
"C171768","DPP4","NEGATIVE MODULATOR","INHIBITOR","Dipeptidyl peptidase IV inhibitor",TRUE,"ChEMBL",-1
"C171769","DPP4","NEGATIVE MODULATOR","INHIBITOR","Dipeptidyl peptidase IV inhibitor",TRUE,"ChEMBL",-1
"C171778","CTSC","NEGATIVE MODULATOR","INHIBITOR","Dipeptidyl peptidase I inhibitor",TRUE,"ChEMBL",-1
"C171781","TPH1","NEGATIVE MODULATOR","INHIBITOR","Tryptophan 5-hydroxylase 1 inhibitor",TRUE,"ChEMBL",-1
"C171800","F9","POSITIVE MODULATOR","POSITIVE MODULATOR","Coagulation factor IX positive modulator",TRUE,"ChEMBL",1
"C171817","FCGRT","NEGATIVE MODULATOR","ANTAGONIST","IgG receptor FcRn large subunit p51 antagonist",TRUE,"ChEMBL",-1
"C171820","SLC10A2","NEGATIVE MODULATOR","INHIBITOR","Ileal bile acid transporter inhibitor",TRUE,"ChEMBL",-1
"C171823","SELL","NEGATIVE MODULATOR","INHIBITOR","Leukocyte adhesion molecule-1 inhibitor",TRUE,"ChEMBL",-1
"C171824","IL1RAP","NEGATIVE MODULATOR","INHIBITOR","IL-33 receptor (ST2) inhibitor",TRUE,"ChEMBL",-1
"C171824","IL1RL1","NEGATIVE MODULATOR","INHIBITOR","IL-33 receptor (ST2) inhibitor",TRUE,"ChEMBL",-1
"C171826","FCGRT","NEGATIVE MODULATOR","INHIBITOR","IgG receptor FcRn large subunit p51 inhibitor",TRUE,"ChEMBL",-1
"C171827","TFPI","NEGATIVE MODULATOR","INHIBITOR","Tissue factor pathway inhibitor inhibitor",TRUE,"ChEMBL",-1
"C171829","IL17A","NEGATIVE MODULATOR","INHIBITOR","Interleukin 17A inhibitor",TRUE,"ChEMBL",-1
"C171829","IL17F","NEGATIVE MODULATOR","INHIBITOR","Interleukin-17F inhibitor",TRUE,"ChEMBL",-1
"C171830","SOST","NEGATIVE MODULATOR","INHIBITOR","Sclerostin inhibitor",TRUE,"ChEMBL",-1
"C171835","CALCA","NEGATIVE MODULATOR","INHIBITOR","Calcitonin gene-related peptide inhibitor",TRUE,"ChEMBL",-1
"C171835","CALCB","NEGATIVE MODULATOR","INHIBITOR","Calcitonin gene-related peptide inhibitor",TRUE,"ChEMBL",-1
"C171836","IL20","NEGATIVE MODULATOR","INHIBITOR","Interleukin-20 inhibitor",TRUE,"ChEMBL",-1
"C171838","IL17A","NEGATIVE MODULATOR","INHIBITOR","Interleukin 17A inhibitor",TRUE,"ChEMBL",-1
"C171838","IL17F","NEGATIVE MODULATOR","INHIBITOR","Interleukin-17F inhibitor",TRUE,"ChEMBL",-1
"C171839","PCSK9","NEGATIVE MODULATOR","INHIBITOR","Subtilisin/kexin type 9 inhibitor",TRUE,"ChEMBL",-1
"C171840","CD3D","OTHER","BINDING AGENT","T cell surface glycoprotein CD3 binding agent",TRUE,"ChEMBL",0
"C171840","CD3E","OTHER","BINDING AGENT","T cell surface glycoprotein CD3 binding agent",TRUE,"ChEMBL",0
"C171840","CD3G","OTHER","BINDING AGENT","T cell surface glycoprotein CD3 binding agent",TRUE,"ChEMBL",0
"C171840","GPRC5D","OTHER","BINDING AGENT","G-protein coupled receptor family C group 5 member D binding agent",TRUE,"ChEMBL",0
"C171842","MAPT","NEGATIVE MODULATOR","INHIBITOR","Microtubule-associated protein tau inhibitor",TRUE,"ChEMBL",-1
"C171844","IL6","OTHER","BINDING AGENT","Interleukin-6 binding agent",TRUE,"ChEMBL",0
"C171845","TACR3","NEGATIVE MODULATOR","ANTAGONIST","Neurokinin 3 receptor antagonist",TRUE,"ChEMBL",-1
"C171856","OPRM1","NEGATIVE MODULATOR","ANTAGONIST","Mu opioid receptor antagonist",TRUE,"ChEMBL",-1
"C171858","HCRTR1","NEGATIVE MODULATOR","ANTAGONIST","Orexin receptor antagonist",TRUE,"ChEMBL",-1
"C171858","HCRTR2","NEGATIVE MODULATOR","ANTAGONIST","Orexin receptor antagonist",TRUE,"ChEMBL",-1
"C171861","CFTR","POSITIVE MODULATOR","POSITIVE MODULATOR","Cystic fibrosis transmembrane conductance regulator positive modulator",TRUE,"ChEMBL",1
"C171863","PDE4A","NEGATIVE MODULATOR","INHIBITOR","Phosphodiesterase 4 inhibitor",TRUE,"ChEMBL",-1
"C171863","PDE4B","NEGATIVE MODULATOR","INHIBITOR","Phosphodiesterase 4 inhibitor",TRUE,"ChEMBL",-1
"C171863","PDE4C","NEGATIVE MODULATOR","INHIBITOR","Phosphodiesterase 4 inhibitor",TRUE,"ChEMBL",-1
"C171863","PDE4D","NEGATIVE MODULATOR","INHIBITOR","Phosphodiesterase 4 inhibitor",TRUE,"ChEMBL",-1
"C171866","PTGDR","NEGATIVE MODULATOR","ANTAGONIST","Prostanoid DP receptor antagonist",TRUE,"ChEMBL",-1
"C171869","KLKB1","NEGATIVE MODULATOR","INHIBITOR","Plasma kallikrein inhibitor",TRUE,"ChEMBL",-1
"C171876","ATP4A","NEGATIVE MODULATOR","INHIBITOR","Potassium-transporting ATPase inhibitor",TRUE,"ChEMBL",-1
"C171876","ATP4B","NEGATIVE MODULATOR","INHIBITOR","Potassium-transporting ATPase inhibitor",TRUE,"ChEMBL",-1
"C171877","ATP4A","NEGATIVE MODULATOR","INHIBITOR","Potassium-transporting ATPase inhibitor",TRUE,"ChEMBL",-1
"C171877","ATP4B","NEGATIVE MODULATOR","INHIBITOR","Potassium-transporting ATPase inhibitor",TRUE,"ChEMBL",-1
"C171893","NTRK1","POSITIVE MODULATOR","AGONIST","Neurotrophic tyrosine kinase receptor agonist",TRUE,"ChEMBL",1
"C171893","NTRK2","POSITIVE MODULATOR","AGONIST","Neurotrophic tyrosine kinase receptor agonist",TRUE,"ChEMBL",1
"C171893","NTRK3","POSITIVE MODULATOR","AGONIST","Neurotrophic tyrosine kinase receptor agonist",TRUE,"ChEMBL",1
"C171900","HTR4","POSITIVE MODULATOR","AGONIST","Serotonin 4 (5-HT4) receptor agonist",TRUE,"ChEMBL",1
"C171915","NR3C1","OTHER","MODULATOR","Glucocorticoid receptor modulator",TRUE,"ChEMBL",0
"C171917","MC4R","POSITIVE MODULATOR","AGONIST","Melanocortin receptor 4 agonist",TRUE,"ChEMBL",1
"C171918","GCGR","POSITIVE MODULATOR","AGONIST","Glucagon receptor agonist",TRUE,"ChEMBL",1
"C171921","FGA","NEGATIVE MODULATOR","INHIBITOR","Fibrinogen inhibitor",TRUE,"ChEMBL",-1
"C171921","FGB","NEGATIVE MODULATOR","INHIBITOR","Fibrinogen inhibitor",TRUE,"ChEMBL",-1
"C171921","FGG","NEGATIVE MODULATOR","INHIBITOR","Fibrinogen inhibitor",TRUE,"ChEMBL",-1
"C171928","JAK1","NEGATIVE MODULATOR","INHIBITOR","Janus Kinase (JAK) inhibitor",TRUE,"ChEMBL",-1
"C171928","JAK2","NEGATIVE MODULATOR","INHIBITOR","Janus Kinase (JAK) inhibitor",TRUE,"ChEMBL",-1
"C171928","JAK3","NEGATIVE MODULATOR","INHIBITOR","Janus Kinase (JAK) inhibitor",TRUE,"ChEMBL",-1
"C171928","TYK2","NEGATIVE MODULATOR","INHIBITOR","Janus Kinase (JAK) inhibitor",TRUE,"ChEMBL",-1
"C171932","ADRA1A","NEGATIVE MODULATOR","ANTAGONIST","Adrenergic receptor alpha antagonist",TRUE,"ChEMBL",-1
"C171932","ADRA1B","NEGATIVE MODULATOR","ANTAGONIST","Adrenergic receptor alpha antagonist",TRUE,"ChEMBL",-1
"C171932","ADRA1D","NEGATIVE MODULATOR","ANTAGONIST","Adrenergic receptor alpha antagonist",TRUE,"ChEMBL",-1
"C171932","ADRA2A","NEGATIVE MODULATOR","ANTAGONIST","Adrenergic receptor alpha antagonist",TRUE,"ChEMBL",-1
"C171932","ADRA2B","NEGATIVE MODULATOR","ANTAGONIST","Adrenergic receptor alpha antagonist",TRUE,"ChEMBL",-1
"C171932","ADRA2C","NEGATIVE MODULATOR","ANTAGONIST","Adrenergic receptor alpha antagonist",TRUE,"ChEMBL",-1
"C172197","FLT3","OTHER","BINDING AGENT","Tyrosine-protein kinase receptor FLT3 binding agent",TRUE,"ChEMBL",0
"C1723","EGFR","NEGATIVE MODULATOR","INHIBITOR","Epidermal growth factor receptor erbB1 inhibitor",TRUE,"ChEMBL",-1
"C172615","CSF2","NEGATIVE MODULATOR","INHIBITOR","Granulocyte-macrophage colony-stimulating factor inhibitor",TRUE,"ChEMBL",-1
"C172616","CALCRL","NEGATIVE MODULATOR","ANTAGONIST","Calcitonin-gene-related peptide receptor, CALCRL/RAMP1 antagonist",TRUE,"ChEMBL",-1
"C172616","RAMP1","NEGATIVE MODULATOR","ANTAGONIST","Calcitonin-gene-related peptide receptor, CALCRL/RAMP1 antagonist",TRUE,"ChEMBL",-1
"C172643","C5","NEGATIVE MODULATOR","INHIBITOR","Complement C5 inhibitor",TRUE,"ChEMBL",-1
"C172652","DHODH","NEGATIVE MODULATOR","INHIBITOR","Dihydroorotate dehydrogenase inhibitor",TRUE,"ChEMBL",-1
"C172653","CSF2","NEGATIVE MODULATOR","ANTAGONIST","Granulocyte-macrophage colony-stimulating factor antagonist",TRUE,"ChEMBL",-1
"C172654","IL6","NEGATIVE MODULATOR","INHIBITOR","Interleukin-6 inhibitor",TRUE,"ChEMBL",-1
"C172657","CD14","NEGATIVE MODULATOR","INHIBITOR","Monocyte differentiation antigen CD14 inhibitor",TRUE,"ChEMBL",-1
"C1728","PTGS2","NEGATIVE MODULATOR","INHIBITOR","Cyclooxygenase-2 inhibitor",TRUE,"ChEMBL",-1
"C172819","CD274","NEGATIVE MODULATOR","INHIBITOR","Programmed cell death 1 ligand 1 inhibitor",TRUE,"ChEMBL",-1
"C172825","IL2RA","POSITIVE MODULATOR","AGONIST","Interleukin-2 receptor agonist",TRUE,"ChEMBL",1
"C172825","IL2RB","POSITIVE MODULATOR","AGONIST","Interleukin-2 receptor agonist",TRUE,"ChEMBL",1
"C172825","IL2RG","POSITIVE MODULATOR","AGONIST","Interleukin-2 receptor agonist",TRUE,"ChEMBL",1
"C173439","MPL","POSITIVE MODULATOR","AGONIST","Thrombopoietin receptor agonist",TRUE,"ChEMBL",1
"C1735","DHFR","NEGATIVE MODULATOR","INHIBITOR","Dihydrofolate reductase inhibitor",TRUE,"ChEMBL",-1
"C173512","F10","NEGATIVE MODULATOR","INHIBITOR","Coagulation factor X inhibitor",TRUE,"ChEMBL",-1
"C173523","GPD2","NEGATIVE MODULATOR","INHIBITOR","Mitochondrial glycerol-3-phosphate dehydrogenase inhibitor",TRUE,"ChEMBL",-1
"C173523","ND1","NEGATIVE MODULATOR","INHIBITOR","Mitochondrial complex I (NADH dehydrogenase) inhibitor",TRUE,"ChEMBL",-1
"C173523","ND2","NEGATIVE MODULATOR","INHIBITOR","Mitochondrial complex I (NADH dehydrogenase) inhibitor",TRUE,"ChEMBL",-1
"C173523","ND3","NEGATIVE MODULATOR","INHIBITOR","Mitochondrial complex I (NADH dehydrogenase) inhibitor",TRUE,"ChEMBL",-1
"C173523","ND4","NEGATIVE MODULATOR","INHIBITOR","Mitochondrial complex I (NADH dehydrogenase) inhibitor",TRUE,"ChEMBL",-1
"C173523","ND4L","NEGATIVE MODULATOR","INHIBITOR","Mitochondrial complex I (NADH dehydrogenase) inhibitor",TRUE,"ChEMBL",-1
"C173523","ND5","NEGATIVE MODULATOR","INHIBITOR","Mitochondrial complex I (NADH dehydrogenase) inhibitor",TRUE,"ChEMBL",-1
"C173523","ND6","NEGATIVE MODULATOR","INHIBITOR","Mitochondrial complex I (NADH dehydrogenase) inhibitor",TRUE,"ChEMBL",-1
"C173523","NDUFA1","NEGATIVE MODULATOR","INHIBITOR","Mitochondrial complex I (NADH dehydrogenase) inhibitor",TRUE,"ChEMBL",-1
"C173523","NDUFA10","NEGATIVE MODULATOR","INHIBITOR","Mitochondrial complex I (NADH dehydrogenase) inhibitor",TRUE,"ChEMBL",-1
"C173523","NDUFA11","NEGATIVE MODULATOR","INHIBITOR","Mitochondrial complex I (NADH dehydrogenase) inhibitor",TRUE,"ChEMBL",-1
"C173523","NDUFA12","NEGATIVE MODULATOR","INHIBITOR","Mitochondrial complex I (NADH dehydrogenase) inhibitor",TRUE,"ChEMBL",-1
"C173523","NDUFA13","NEGATIVE MODULATOR","INHIBITOR","Mitochondrial complex I (NADH dehydrogenase) inhibitor",TRUE,"ChEMBL",-1
"C173523","NDUFA2","NEGATIVE MODULATOR","INHIBITOR","Mitochondrial complex I (NADH dehydrogenase) inhibitor",TRUE,"ChEMBL",-1
"C173523","NDUFA3","NEGATIVE MODULATOR","INHIBITOR","Mitochondrial complex I (NADH dehydrogenase) inhibitor",TRUE,"ChEMBL",-1
